key_col,season,game_date,game_id,team_abbrev,team_id,toc,toc_string,points_for,points_against,is_win,fgm,fga,tpm,tpa,ftm,fta,oreb,dreb,ast,tov,stl,blk,shots_blocked,pf,pf_drawn,points,plus_minus,is_home
1610612740217009822018-03-09,2018,2018-03-09,21700982,NOP,1610612740,2880,48:00,97,116,0,38,82,6,20,15,18,2,36,23,15,10,10,4,18,16,,-19,1
1610612764217009822018-03-09,2018,2018-03-09,21700982,WAS,1610612764,2880,48:00,116,97,1,46,96,9,26,15,20,10,39,34,12,3,4,10,16,18,,19,0
1610612743217009832018-03-09,2018,2018-03-09,21700983,DEN,1610612743,2880,48:00,125,116,1,42,83,15,31,26,30,7,29,30,12,8,6,6,16,24,,9,1
1610612747217009832018-03-09,2018,2018-03-09,21700983,LAL,1610612747,2880,48:00,116,125,0,45,92,14,35,12,16,12,32,25,15,10,6,6,24,16,,-9,0
1610612744217009842018-03-09,2018,2018-03-09,21700984,GSW,1610612744,2880,48:00,108,125,0,38,78,12,28,20,24,6,27,20,10,4,3,2,20,17,,-17,0
1610612757217009842018-03-09,2018,2018-03-09,21700984,POR,1610612757,2880,48:00,125,108,1,44,89,16,39,21,27,14,32,21,11,5,2,3,17,20,,17,1
1610612753217009852018-03-09,2018,2018-03-09,21700985,ORL,1610612753,2880,48:00,88,94,0,33,78,9,29,13,16,5,29,17,14,7,4,3,17,21,,-6,0
1610612758217009852018-03-09,2018,2018-03-09,21700985,SAC,1610612758,2880,48:00,94,88,1,36,83,9,25,13,15,13,37,24,16,7,3,4,21,17,,6,1
1610612739217009862018-03-09,2018,2018-03-09,21700986,CLE,1610612739,2880,48:00,102,116,0,39,87,12,36,12,18,8,32,22,12,6,7,3,28,18,,-14,0
1610612746217009862018-03-09,2018,2018-03-09,21700986,LAC,1610612746,2880,48:00,116,102,1,43,89,11,28,19,30,13,39,25,13,10,3,7,18,28,,14,1
1610612756217009872018-03-10,2018,2018-03-10,21700987,PHX,1610612756,2880,48:00,115,122,0,42,83,18,32,13,19,5,30,27,14,11,3,5,25,18,,-7,0
1610612766217009872018-03-10,2018,2018-03-10,21700987,CHA,1610612766,2880,48:00,122,115,1,44,87,13,32,21,27,7,34,24,12,9,5,3,18,25,,7,1
1610612748217009882018-03-10,2018,2018-03-10,21700988,MIA,1610612748,2880,48:00,129,102,1,52,88,10,28,15,21,5,37,27,10,4,5,2,25,20,,27,1
1610612764217009882018-03-10,2018,2018-03-10,21700988,WAS,1610612764,2880,48:00,102,129,0,34,77,7,20,27,34,8,32,22,15,9,2,5,20,25,,-27,0
1610612742217009892018-03-10,2018,2018-03-10,21700989,DAL,1610612742,2880,48:00,114,80,1,37,77,10,29,30,35,9,43,21,10,4,3,4,18,24,,34,1
1610612763217009892018-03-10,2018,2018-03-10,21700989,MEM,1610612763,2880,48:00,80,114,0,30,84,7,18,13,17,9,32,19,14,8,4,3,24,18,,-34,0
1610612759217009902018-03-10,2018,2018-03-10,21700990,SAS,1610612759,2880,48:00,94,104,0,40,86,10,20,4,7,6,37,26,14,8,3,4,22,13,,-10,0
1610612760217009902018-03-10,2018,2018-03-10,21700990,OKC,1610612760,2880,48:00,104,94,1,39,85,10,28,16,24,11,38,24,15,6,4,3,13,22,,10,1
1610612746217009912018-03-10,2018,2018-03-10,21700991,LAC,1610612746,2880,48:00,113,105,1,41,78,7,18,24,28,8,33,17,15,12,3,2,21,19,,8,1
1610612753217009912018-03-10,2018,2018-03-10,21700991,ORL,1610612753,2880,48:00,105,113,0,38,84,8,24,21,27,9,24,20,14,9,2,3,19,21,,-8,0
1610612752217009922018-03-11,2018,2018-03-11,21700992,NYK,1610612752,2880,48:00,106,132,0,40,88,7,21,19,24,8,29,21,10,3,4,3,19,19,,-26,1
1610612761217009922018-03-11,2018,2018-03-11,21700992,TOR,1610612761,2880,48:00,132,106,1,47,93,16,35,22,25,14,38,32,11,7,3,4,19,19,,26,0
1610612737217009932018-03-11,2018,2018-03-11,21700993,ATL,1610612737,2880,48:00,122,129,0,42,82,19,40,19,22,5,37,32,15,10,5,4,14,25,,-7,1
1610612741217009932018-03-11,2018,2018-03-11,21700993,CHI,1610612741,2880,48:00,129,122,1,48,98,17,37,16,19,13,34,31,5,2,4,5,25,14,,7,0
1610612744217009942018-03-11,2018,2018-03-11,21700994,GSW,1610612744,2880,48:00,103,109,0,37,91,10,36,19,21,12,38,22,13,7,7,3,17,15,,-6,0
1610612750217009942018-03-11,2018,2018-03-11,21700994,MIN,1610612750,2880,48:00,109,103,1,44,95,6,20,15,21,13,37,27,9,6,3,7,15,17,,6,1
1610612740217009952018-03-11,2018,2018-03-11,21700995,NOP,1610612740,2880,48:00,99,116,0,41,93,6,21,11,13,10,28,28,13,4,14,3,25,20,,-17,1
1610612762217009952018-03-11,2018,2018-03-11,21700995,UTA,1610612762,2880,48:00,116,99,1,40,96,12,32,24,25,17,38,24,15,7,3,14,20,25,,17,0
1610612743217009962018-03-11,2018,2018-03-11,21700996,DEN,1610612743,2880,48:00,130,104,1,50,89,15,37,15,21,8,43,38,7,3,4,1,17,21,,26,1
1610612758217009962018-03-11,2018,2018-03-11,21700996,SAC,1610612758,2880,48:00,104,130,0,39,91,6,31,20,26,7,31,25,3,2,1,4,21,17,,-26,0
1610612742217009972018-03-11,2018,2018-03-11,21700997,DAL,1610612742,2880,48:00,82,105,0,33,94,5,31,11,18,17,36,27,10,5,2,5,18,22,,-23,1
1610612745217009972018-03-11,2018,2018-03-11,21700997,HOU,1610612745,2880,48:00,105,82,1,39,84,17,45,10,14,6,39,21,11,5,5,2,22,18,,23,0
1610612738217009982018-03-11,2018,2018-03-11,21700998,BOS,1610612738,2880,48:00,97,99,0,34,81,12,37,17,21,10,32,26,16,9,5,7,13,20,,-2,1
1610612754217009982018-03-11,2018,2018-03-11,21700998,IND,1610612754,2880,48:00,99,97,1,39,81,12,22,9,10,6,33,26,18,10,7,5,20,13,,2,0
1610612751217009992018-03-11,2018,2018-03-11,21700999,BKN,1610612751,2880,48:00,97,120,0,33,85,10,28,21,24,13,29,17,18,12,5,7,19,19,,-23,1
1610612755217009992018-03-11,2018,2018-03-11,21700999,PHI,1610612755,2880,48:00,120,97,1,50,95,9,26,11,18,12,36,33,9,5,7,5,19,19,,23,0
1610612739217010002018-03-11,2018,2018-03-11,21701000,CLE,1610612739,2880,48:00,113,127,0,41,88,12,31,19,23,7,30,22,12,9,5,4,18,19,,-14,0
1610612747217010002018-03-11,2018,2018-03-11,21701000,LAL,1610612747,2880,48:00,127,113,1,48,96,13,34,18,20,14,37,30,13,4,4,5,19,18,,14,1
1610612745217010012018-03-12,2018,2018-03-12,21701001,HOU,1610612745,2880,48:00,109,93,1,39,80,13,44,18,23,9,41,24,15,5,4,2,24,17,,16,1
1610612759217010012018-03-12,2018,2018-03-12,21701001,SAS,1610612759,2880,48:00,93,109,0,33,81,11,28,16,23,7,29,20,13,6,2,4,17,24,,-16,0
1610612749217010022018-03-12,2018,2018-03-12,21701002,MIL,1610612749,2880,48:00,121,103,1,47,81,12,25,15,22,11,36,33,18,6,5,5,22,23,,18,0
1610612763217010022018-03-12,2018,2018-03-12,21701002,MEM,1610612763,2880,48:00,103,121,0,42,89,9,27,10,19,10,21,27,9,6,5,5,23,22,,-18,1
1610612758217010032018-03-12,2018,2018-03-12,21701003,SAC,1610612758,2880,48:00,101,106,0,38,93,12,33,13,16,13,36,21,11,5,6,6,22,16,,-5,0
1610612760217010032018-03-12,2018,2018-03-12,21701003,OKC,1610612760,2880,48:00,106,101,1,38,84,16,36,14,18,5,38,21,10,8,6,6,16,22,,5,1
1610612748217010042018-03-12,2018,2018-03-12,21701004,MIA,1610612748,2880,48:00,99,115,0,39,91,10,31,11,16,10,36,24,11,5,4,6,24,15,,-16,0
1610612757217010042018-03-12,2018,2018-03-12,21701004,POR,1610612757,2880,48:00,115,99,1,38,83,14,36,25,30,9,41,23,12,6,6,4,15,24,,16,1
1610612754217010052018-03-13,2018,2018-03-13,21701005,IND,1610612754,2880,48:00,101,98,1,38,95,5,24,20,25,14,31,20,9,3,2,7,23,26,,3,0
1610612755217010052018-03-13,2018,2018-03-13,21701005,PHI,1610612755,2880,48:00,98,101,0,35,75,10,30,18,22,8,40,24,21,13,7,2,26,23,,-3,1
1610612750217010062018-03-13,2018,2018-03-13,21701006,MIN,1610612750,2880,48:00,116,111,1,46,87,7,21,17,19,11,26,23,10,6,7,4,21,18,,5,0
1610612764217010062018-03-13,2018,2018-03-13,21701006,WAS,1610612764,2880,48:00,111,116,0,42,82,8,20,19,25,14,25,26,11,10,4,7,18,21,,-5,1
1610612737217010072018-03-13,2018,2018-03-13,21701007,ATL,1610612737,2880,48:00,107,119,0,37,87,13,31,20,24,13,34,26,15,9,5,11,26,21,,-12,1
1610612760217010072018-03-13,2018,2018-03-13,21701007,OKC,1610612760,2880,48:00,119,107,1,42,89,16,35,19,25,9,29,27,7,5,11,5,21,26,,12,0
1610612751217010082018-03-13,2018,2018-03-13,21701008,BKN,1610612751,2880,48:00,102,116,0,35,86,15,36,17,19,9,29,21,11,7,6,6,19,20,,-14,1
1610612761217010082018-03-13,2018,2018-03-13,21701008,TOR,1610612761,2880,48:00,116,102,1,44,91,11,31,17,21,13,40,27,11,9,6,6,20,19,,14,0
1610612742217010092018-03-13,2018,2018-03-13,21701009,DAL,1610612742,2880,48:00,110,97,1,40,89,14,35,16,18,12,28,22,12,9,1,1,15,19,,13,0
1610612752217010092018-03-13,2018,2018-03-13,21701009,NYK,1610612752,2880,48:00,97,110,0,40,82,8,25,9,12,10,34,19,19,11,1,1,19,15,,-13,1
1610612741217010102018-03-13,2018,2018-03-13,21701010,CHI,1610612741,2880,48:00,106,112,0,43,101,7,29,13,15,11,34,26,9,4,2,5,28,14,,-6,1
1610612746217010102018-03-13,2018,2018-03-13,21701010,LAC,1610612746,2880,48:00,112,106,1,37,76,8,29,30,41,6,36,27,14,11,5,2,14,28,,6,0
1610612740217010112018-03-13,2018,2018-03-13,21701011,NOP,1610612740,2880,48:00,119,115,1,52,104,9,22,6,8,14,36,33,12,8,7,9,16,13,,4,1
1610612766217010112018-03-13,2018,2018-03-13,21701011,CHA,1610612766,2880,48:00,115,119,0,45,93,7,26,18,22,8,37,22,13,10,9,7,13,16,,-4,0
1610612753217010122018-03-13,2018,2018-03-13,21701012,ORL,1610612753,2880,48:00,72,108,0,28,82,7,23,9,9,9,32,16,20,10,3,7,19,13,,-36,0
1610612759217010122018-03-13,2018,2018-03-13,21701012,SAS,1610612759,2880,48:00,108,72,1,40,84,9,19,19,23,11,37,24,12,5,7,3,13,19,,36,1
1610612762217010132018-03-13,2018,2018-03-13,21701013,UTA,1610612762,2880,48:00,110,79,1,42,76,13,34,13,23,11,41,29,22,14,5,4,22,23,,31,1
1610612765217010132018-03-13,2018,2018-03-13,21701013,DET,1610612765,2880,48:00,79,110,0,30,80,5,25,14,19,8,24,14,17,10,4,5,23,22,,-31,0
1610612739217010142018-03-13,2018,2018-03-13,21701014,CLE,1610612739,2880,48:00,129,107,1,43,87,17,35,26,30,5,39,25,19,10,9,2,25,23,,22,0
1610612756217010142018-03-13,2018,2018-03-13,21701014,PHX,1610612756,2880,48:00,107,129,0,38,98,6,32,25,30,11,36,17,18,12,2,9,23,25,,-22,1
1610612743217010152018-03-13,2018,2018-03-13,21701015,DEN,1610612743,2880,48:00,103,112,0,38,86,13,40,14,19,5,39,26,19,6,4,3,26,23,,-9,0
1610612747217010152018-03-13,2018,2018-03-13,21701015,LAL,1610612747,2880,48:00,112,103,1,40,90,15,40,17,25,12,40,20,15,12,3,4,23,26,,9,1
1610612749217010162018-03-14,2018,2018-03-14,21701016,MIL,1610612749,2880,48:00,117,126,0,49,98,10,24,9,12,9,28,28,11,10,5,4,20,16,,-9,0
1610612753217010162018-03-14,2018,2018-03-14,21701016,ORL,1610612753,2880,48:00,126,117,1,44,87,18,34,20,23,9,33,31,17,12,4,5,16,20,,9,1
1610612738217010172018-03-14,2018,2018-03-14,21701017,BOS,1610612738,3480,58:00,124,125,0,48,99,12,26,16,23,10,34,30,17,10,5,6,22,26,,-1,1
1610612764217010172018-03-14,2018,2018-03-14,21701017,WAS,1610612764,3480,58:00,125,124,1,46,97,12,32,21,28,13,39,29,19,9,6,5,26,22,,1,0
1610612748217010182018-03-14,2018,2018-03-14,21701018,MIA,1610612748,3180,53:00,119,123,0,41,99,18,43,19,21,15,38,26,14,6,2,7,23,21,,-4,0
1610612758217010182018-03-14,2018,2018-03-14,21701018,SAC,1610612758,3180,53:00,123,119,1,48,94,8,24,19,25,8,35,23,11,5,7,2,21,23,,4,1
1610612744217010192018-03-14,2018,2018-03-14,21701019,GSW,1610612744,2880,48:00,117,106,1,44,81,6,20,23,28,11,39,25,21,11,6,8,24,19,,11,1
1610612747217010192018-03-14,2018,2018-03-14,21701019,LAL,1610612747,2880,48:00,106,117,0,38,84,12,38,18,28,7,28,24,14,8,8,6,19,24,,-11,0
1610612754217010202018-03-15,2018,2018-03-15,21701020,IND,1610612754,2880,48:00,99,106,0,40,93,7,24,12,17,11,23,17,8,4,1,8,25,19,,-7,1
1610612761217010202018-03-15,2018,2018-03-15,21701020,TOR,1610612761,2880,48:00,106,99,1,35,79,12,32,24,28,18,39,20,20,12,8,1,19,25,,7,0
1610612737217010212018-03-15,2018,2018-03-15,21701021,ATL,1610612737,2880,48:00,117,129,0,42,90,16,36,17,26,6,40,30,11,3,2,3,27,21,,-12,1
1610612766217010212018-03-15,2018,2018-03-15,21701021,CHA,1610612766,2880,48:00,129,117,1,46,87,17,33,20,30,6,39,30,10,5,3,2,21,27,,12,0
1610612752217010222018-03-15,2018,2018-03-15,21701022,NYK,1610612752,2880,48:00,110,118,0,45,87,5,20,15,24,8,36,26,12,8,4,3,25,21,,-8,1
1610612755217010222018-03-15,2018,2018-03-15,21701022,PHI,1610612755,2880,48:00,118,110,1,41,91,15,37,21,34,19,34,29,14,8,3,4,21,25,,8,0
1610612745217010232018-03-15,2018,2018-03-15,21701023,HOU,1610612745,2880,48:00,101,96,1,35,90,12,41,19,23,16,34,20,11,3,9,4,13,22,,5,1
1610612746217010232018-03-15,2018,2018-03-15,21701023,LAC,1610612746,2880,48:00,96,101,0,44,97,4,18,4,8,11,34,16,9,4,4,9,22,13,,-5,0
1610612741217010242018-03-15,2018,2018-03-15,21701024,CHI,1610612741,2880,48:00,111,110,1,35,80,15,41,26,33,8,34,23,13,7,2,4,23,22,,1,0
1610612763217010242018-03-15,2018,2018-03-15,21701024,MEM,1610612763,2880,48:00,110,111,0,38,87,13,35,21,25,11,36,27,14,10,4,2,22,23,,-1,1
1610612740217010252018-03-15,2018,2018-03-15,21701025,NOP,1610612740,2880,48:00,93,98,0,36,90,6,16,15,16,12,41,18,14,10,7,11,18,14,,-5,0
1610612759217010252018-03-15,2018,2018-03-15,21701025,SAS,1610612759,2880,48:00,98,93,1,37,99,7,26,17,19,15,37,16,10,7,11,7,14,18,,5,1
1610612743217010262018-03-15,2018,2018-03-15,21701026,DEN,1610612743,2880,48:00,120,113,1,43,85,12,28,22,28,10,35,26,15,8,8,4,15,20,,7,1
1610612765217010262018-03-15,2018,2018-03-15,21701026,DET,1610612765,2880,48:00,113,120,0,44,92,14,27,11,17,9,32,30,11,7,4,8,20,15,,-7,0
1610612756217010272018-03-15,2018,2018-03-15,21701027,PHX,1610612756,2880,48:00,88,116,0,32,83,7,16,17,24,9,42,14,22,12,4,8,25,20,,-28,0
1610612762217010272018-03-15,2018,2018-03-15,21701027,UTA,1610612762,2880,48:00,116,88,1,42,97,12,36,20,32,14,39,29,7,4,8,4,20,25,,28,1
1610612739217010282018-03-15,2018,2018-03-15,21701028,CLE,1610612739,2880,48:00,105,113,0,41,80,11,33,12,21,2,32,17,11,4,7,3,21,17,,-8,0
1610612757217010282018-03-15,2018,2018-03-15,21701028,POR,1610612757,2880,48:00,113,105,1,43,96,12,35,15,19,13,37,26,7,5,3,7,17,21,,8,1
1610612738217010292018-03-16,2018,2018-03-16,21701029,BOS,1610612738,2880,48:00,92,83,1,31,82,9,26,21,28,16,39,16,18,12,6,7,17,23,,9,0
1610612753217010292018-03-16,2018,2018-03-16,21701029,ORL,1610612753,2880,48:00,83,92,0,34,87,5,28,10,11,7,33,14,15,7,7,6,23,17,,-9,1
1610612751217010302018-03-16,2018,2018-03-16,21701030,BKN,1610612751,2880,48:00,116,120,0,40,89,15,30,21,27,11,36,25,12,9,5,3,22,22,,-4,0
1610612755217010302018-03-16,2018,2018-03-16,21701030,PHI,1610612755,2880,48:00,120,116,1,43,95,12,27,22,26,13,29,30,5,4,3,5,22,22,,4,1
1610612742217010312018-03-16,2018,2018-03-16,21701031,DAL,1610612742,3180,53:00,115,122,0,48,91,6,22,13,18,6,30,25,10,5,5,8,27,21,,-7,0
1610612761217010312018-03-16,2018,2018-03-16,21701031,TOR,1610612761,3180,53:00,122,115,1,43,91,10,30,26,31,12,33,26,13,7,8,5,21,27,,7,1
1610612746217010322018-03-16,2018,2018-03-16,21701032,LAC,1610612746,2880,48:00,113,121,0,42,86,11,26,18,23,16,32,21,21,17,3,10,18,20,,-8,0
1610612760217010322018-03-16,2018,2018-03-16,21701032,OKC,1610612760,2880,48:00,121,113,1,46,94,11,32,18,22,17,29,30,14,10,10,3,20,18,,8,1
1610612744217010332018-03-16,2018,2018-03-16,21701033,GSW,1610612744,2880,48:00,93,98,0,34,81,12,26,13,18,9,31,21,11,7,5,4,21,16,,-5,1
1610612758217010332018-03-16,2018,2018-03-16,21701033,SAC,1610612758,2880,48:00,98,93,1,36,83,14,31,12,17,11,36,25,13,10,4,5,16,21,,5,0
1610612747217010342018-03-16,2018,2018-03-16,21701034,LAL,1610612747,2880,48:00,91,92,0,32,76,9,19,18,22,7,42,22,20,14,4,6,18,18,,-1,1
1610612748217010342018-03-16,2018,2018-03-16,21701034,MIA,1610612748,2880,48:00,92,91,1,36,94,10,36,10,14,12,31,23,11,5,6,4,18,18,,1,0
1610612754217010352018-03-17,2018,2018-03-17,21701035,IND,1610612754,2880,48:00,102,109,0,39,86,12,24,12,15,10,28,24,15,9,4,2,18,17,,-7,0
1610612764217010352018-03-17,2018,2018-03-17,21701035,WAS,1610612764,2880,48:00,109,102,1,40,74,10,20,19,23,6,32,29,14,6,2,4,17,18,,7,1
1610612740217010362018-03-17,2018,2018-03-17,21701036,NOP,1610612740,2880,48:00,101,107,0,41,83,8,24,11,12,6,34,18,12,8,8,7,19,19,,-6,1
1610612745217010362018-03-17,2018,2018-03-17,21701036,HOU,1610612745,2880,48:00,107,101,1,39,93,15,41,14,18,13,33,19,7,4,7,8,19,19,,6,0
1610612742217010372018-03-17,2018,2018-03-17,21701037,DAL,1610612742,2880,48:00,106,114,0,41,92,12,22,12,14,13,32,25,10,4,3,6,21,14,,-8,0
1610612751217010372018-03-17,2018,2018-03-17,21701037,BKN,1610612751,2880,48:00,114,106,1,43,84,14,36,14,19,10,33,25,10,5,6,3,14,21,,8,1
1610612752217010382018-03-17,2018,2018-03-17,21701038,NYK,1610612752,2880,48:00,124,101,1,49,100,12,26,14,18,12,44,24,8,7,5,5,22,13,,23,1
1610612766217010382018-03-17,2018,2018-03-17,21701038,CHA,1610612766,2880,48:00,101,124,0,33,90,9,33,26,32,13,37,11,10,7,5,5,13,22,,-23,0
1610612739217010392018-03-17,2018,2018-03-17,21701039,CLE,1610612739,2880,48:00,114,109,1,44,87,13,37,13,20,11,33,25,13,4,5,3,14,23,,5,0
1610612741217010392018-03-17,2018,2018-03-17,21701039,CHI,1610612741,2880,48:00,109,114,0,41,91,16,34,11,15,10,35,30,12,4,3,5,23,14,,-5,1
1610612743217010402018-03-17,2018,2018-03-17,21701040,DEN,1610612743,2880,48:00,94,101,0,32,87,9,33,21,29,18,31,17,7,5,5,9,25,20,,-7,0
1610612763217010402018-03-17,2018,2018-03-17,21701040,MEM,1610612763,2880,48:00,101,94,1,33,81,13,32,22,28,14,33,21,11,10,9,5,20,25,,7,1
1610612737217010412018-03-17,2018,2018-03-17,21701041,ATL,1610612737,2880,48:00,117,122,0,39,85,12,36,27,28,8,36,23,19,12,4,8,26,24,,-5,0
1610612749217010412018-03-17,2018,2018-03-17,21701041,MIL,1610612749,2880,48:00,122,117,1,41,86,11,25,29,32,9,35,31,12,7,8,4,24,26,,5,1
1610612750217010422018-03-17,2018,2018-03-17,21701042,MIN,1610612750,2880,48:00,101,117,0,39,81,7,12,16,20,10,24,22,16,11,2,8,16,17,,-16,0
1610612759217010422018-03-17,2018,2018-03-17,21701042,SAS,1610612759,2880,48:00,117,101,1,49,96,6,26,13,14,14,27,32,5,3,8,2,17,16,,16,1
1610612758217010432018-03-17,2018,2018-03-17,21701043,SAC,1610612758,2880,48:00,97,103,0,37,86,14,21,9,14,3,30,23,13,8,5,8,30,14,,-6,0
1610612762217010432018-03-17,2018,2018-03-17,21701043,UTA,1610612762,2880,48:00,103,97,1,33,74,6,24,31,38,8,40,21,15,11,8,5,14,30,,6,1
1610612744217010442018-03-17,2018,2018-03-17,21701044,GSW,1610612744,2880,48:00,124,109,1,50,95,13,31,11,14,9,34,29,12,8,9,5,21,19,,15,0
1610612756217010442018-03-17,2018,2018-03-17,21701044,PHX,1610612756,2880,48:00,109,124,0,39,82,11,24,20,29,9,33,22,19,8,5,9,19,21,,-15,1
1610612757217010452018-03-17,2018,2018-03-17,21701045,POR,1610612757,2880,48:00,100,87,1,38,87,8,31,16,18,9,40,23,11,6,8,2,17,16,,13,1
1610612765217010452018-03-17,2018,2018-03-17,21701045,DET,1610612765,2880,48:00,87,100,0,31,80,10,25,15,20,8,35,17,12,8,2,8,16,17,,-13,0
1610612760217010462018-03-18,2018,2018-03-18,21701046,OKC,1610612760,2880,48:00,132,125,1,49,88,10,21,24,34,14,25,27,17,5,2,1,24,26,,7,0
1610612761217010462018-03-18,2018,2018-03-18,21701046,TOR,1610612761,2880,48:00,125,132,0,46,81,15,30,18,23,8,23,31,19,11,1,2,26,24,,-7,1
1610612738217010472018-03-18,2018,2018-03-18,21701047,BOS,1610612738,2880,48:00,89,108,0,35,87,9,26,10,20,9,35,17,12,9,3,5,21,13,,-19,0
1610612740217010472018-03-18,2018,2018-03-18,21701047,NOP,1610612740,2880,48:00,108,89,1,41,82,6,18,20,25,5,39,33,10,8,5,3,13,21,,19,1
1610612745217010482018-03-18,2018,2018-03-18,21701048,HOU,1610612745,2880,48:00,129,120,1,43,78,16,35,27,36,8,25,28,11,7,8,1,26,26,,9,0
1610612750217010482018-03-18,2018,2018-03-18,21701048,MIN,1610612750,2880,48:00,120,129,0,45,86,10,20,20,26,14,27,24,12,7,1,8,26,26,,-9,1
1610612746217010492018-03-18,2018,2018-03-18,21701049,LAC,1610612746,2880,48:00,109,122,0,40,89,9,23,20,27,8,30,21,8,7,3,6,18,22,,-13,1
1610612757217010492018-03-18,2018,2018-03-18,21701049,POR,1610612757,2880,48:00,122,109,1,46,92,14,29,16,20,8,39,24,13,8,6,3,22,18,,13,0
1610612739217010502018-03-19,2018,2018-03-19,21701050,CLE,1610612739,2880,48:00,124,117,1,43,87,15,38,23,27,12,30,24,13,11,6,7,17,23,,7,1
1610612749217010502018-03-19,2018,2018-03-19,21701050,MIL,1610612749,2880,48:00,117,124,0,45,88,8,31,19,20,8,24,26,15,4,7,6,23,17,,-7,0
1610612747217010512018-03-19,2018,2018-03-19,21701051,LAL,1610612747,2880,48:00,100,110,0,38,86,8,33,16,23,14,33,20,13,9,3,8,18,16,,-10,0
1610612754217010512018-03-19,2018,2018-03-19,21701051,IND,1610612754,2880,48:00,110,100,1,43,87,6,21,18,19,9,35,24,6,4,8,3,16,18,,10,1
1610612755217010522018-03-19,2018,2018-03-19,21701052,PHI,1610612755,2880,48:00,108,94,1,42,93,18,44,6,8,17,43,30,15,8,6,4,22,12,,14,1
1610612766217010522018-03-19,2018,2018-03-19,21701052,CHA,1610612766,2880,48:00,94,108,0,32,84,6,22,24,30,6,33,16,9,5,4,6,12,22,,-14,0
1610612751217010532018-03-19,2018,2018-03-19,21701053,BKN,1610612751,2880,48:00,118,115,1,36,72,16,40,30,40,9,32,27,22,11,9,3,23,33,,3,1
1610612763217010532018-03-19,2018,2018-03-19,21701053,MEM,1610612763,2880,48:00,115,118,0,46,88,10,23,13,20,11,31,21,16,5,3,9,33,23,,-3,0
1610612743217010542018-03-19,2018,2018-03-19,21701054,DEN,1610612743,3480,58:00,141,149,0,46,100,18,38,31,37,11,35,23,13,5,5,11,25,26,,-8,0
1610612748217010542018-03-19,2018,2018-03-19,21701054,MIA,1610612748,3480,58:00,149,141,1,56,102,20,36,17,27,7,39,36,11,10,11,5,26,25,,8,1
1610612741217010552018-03-19,2018,2018-03-19,21701055,CHI,1610612741,2880,48:00,92,110,0,33,92,3,30,23,31,14,34,21,11,6,7,7,16,24,,-18,0
1610612752217010552018-03-19,2018,2018-03-19,21701055,NYK,1610612752,2880,48:00,110,92,1,43,96,11,35,13,17,15,46,28,16,9,7,7,24,16,,18,1
1610612744217010562018-03-19,2018,2018-03-19,21701056,GSW,1610612744,2880,48:00,75,89,0,30,74,3,19,12,16,2,34,17,15,6,9,5,25,20,,-14,0
1610612759217010562018-03-19,2018,2018-03-19,21701056,SAS,1610612759,2880,48:00,89,75,1,33,82,8,23,15,21,11,37,21,14,7,5,9,20,25,,14,1
1610612758217010572018-03-19,2018,2018-03-19,21701057,SAC,1610612758,2880,48:00,90,106,0,40,88,6,23,4,9,8,31,23,13,6,3,5,21,12,,-16,1
1610612765217010572018-03-19,2018,2018-03-19,21701057,DET,1610612765,2880,48:00,106,90,1,37,79,14,29,18,22,6,38,17,9,7,5,3,12,21,,16,0
1610612753217010582018-03-20,2018,2018-03-20,21701058,ORL,1610612753,2880,48:00,86,93,0,37,90,9,25,3,5,10,35,22,12,7,7,8,16,10,,-7,1
1610612761217010582018-03-20,2018,2018-03-20,21701058,TOR,1610612761,2880,48:00,93,86,1,35,77,14,36,9,17,6,39,19,17,13,8,7,10,16,,7,0
1610612738217010592018-03-20,2018,2018-03-20,21701059,BOS,1610612738,2880,48:00,100,99,1,36,87,13,36,15,16,11,41,22,17,6,5,6,24,20,,1,1
1610612760217010592018-03-20,2018,2018-03-20,21701059,OKC,1610612760,2880,48:00,99,100,0,35,85,10,27,19,29,8,36,19,13,6,6,5,20,24,,-1,0
1610612746217010602018-03-20,2018,2018-03-20,21701060,LAC,1610612746,2880,48:00,109,123,0,40,93,8,24,21,26,11,30,21,10,5,5,6,23,21,,-14,0
1610612750217010602018-03-20,2018,2018-03-20,21701060,MIN,1610612750,2880,48:00,123,109,1,45,86,10,25,23,24,6,34,23,11,4,6,5,21,23,,14,1
1610612740217010612018-03-20,2018,2018-03-20,21701061,NOP,1610612740,2880,48:00,115,105,1,48,91,10,25,9,15,9,37,33,9,4,2,2,11,14,,10,1
1610612742217010612018-03-20,2018,2018-03-20,21701061,DAL,1610612742,2880,48:00,105,115,0,43,90,10,35,9,11,9,31,25,8,5,2,2,14,11,,-10,0
1610612737217010622018-03-20,2018,2018-03-20,21701062,ATL,1610612737,2880,48:00,99,94,1,38,94,9,33,14,19,11,41,21,13,8,3,8,23,22,,5,0
1610612762217010622018-03-20,2018,2018-03-20,21701062,UTA,1610612762,2880,48:00,94,99,0,33,89,6,34,22,25,12,39,16,16,7,8,3,22,23,,-5,1
1610612756217010632018-03-20,2018,2018-03-20,21701063,PHX,1610612756,2880,48:00,88,115,0,34,90,7,34,13,20,12,37,22,19,12,8,14,17,16,,-27,1
1610612765217010632018-03-20,2018,2018-03-20,21701063,DET,1610612765,2880,48:00,115,88,1,43,97,15,36,14,16,12,38,22,8,1,14,8,16,17,,27,0
