key_col,season,game_date,game_id,team_abbrev,team_id,toc,toc_string,points_for,points_against,is_win,fgm,fga,tpm,tpa,ftm,fta,oreb,dreb,ast,tov,stl,blk,shots_blocked,pf,pf_drawn,points,plus_minus,is_home
1610612746216011932017-04-08,2017,2017-04-08,21601193,LAC,1610612746,2880,48:00,98,87,1,42,84,6,22,8,14,8,37,21,6,3,7,3,15,17,,11,0
1610612759216011932017-04-08,2017,2017-04-08,21601193,SAS,1610612759,2880,48:00,87,98,0,34,80,8,22,11,14,7,33,20,13,8,3,7,17,15,,-11,1
1610612757216011942017-04-08,2017,2017-04-08,21601194,POR,1610612757,2880,48:00,101,86,1,37,91,13,30,14,16,12,35,15,3,2,6,9,17,18,,15,1
1610612762216011942017-04-08,2017,2017-04-08,21601194,UTA,1610612762,2880,48:00,86,101,0,31,78,6,19,18,24,9,38,19,10,5,9,6,18,17,,-15,0
1610612740216011952017-04-08,2017,2017-04-08,21601195,NOP,1610612740,2880,48:00,101,123,0,42,86,5,21,12,19,6,28,24,8,2,1,4,15,15,,-22,0
1610612744216011952017-04-08,2017,2017-04-08,21601195,GSW,1610612744,2880,48:00,123,101,1,49,96,10,33,15,16,14,39,37,9,3,4,1,15,15,,22,1
1610612752216011962017-04-09,2017,2017-04-09,21601196,NYK,1610612752,2880,48:00,97,110,0,37,82,9,28,14,15,6,30,27,11,8,1,1,18,14,,-13,1
1610612761216011962017-04-09,2017,2017-04-09,21601196,TOR,1610612761,2880,48:00,110,97,1,40,77,10,31,20,23,5,36,20,10,6,1,1,14,18,,13,0
1610612737216011972017-04-09,2017,2017-04-09,21601197,ATL,1610612737,3180,53:00,126,125,1,44,94,9,31,29,37,10,35,31,12,4,4,3,22,27,,1,1
1610612739216011972017-04-09,2017,2017-04-09,21601197,CLE,1610612739,3180,53:00,125,126,0,45,98,19,46,16,20,13,40,28,14,8,3,4,27,22,,-1,0
1610612743216011982017-04-09,2017,2017-04-09,21601198,DEN,1610612743,2880,48:00,105,106,0,40,84,11,34,14,15,4,38,22,12,7,4,3,16,18,,-1,1
1610612760216011982017-04-09,2017,2017-04-09,21601198,OKC,1610612760,2880,48:00,106,105,1,40,96,6,25,20,22,18,36,19,12,6,3,4,18,16,,1,0
1610612742216011992017-04-09,2017,2017-04-09,21601199,DAL,1610612742,2880,48:00,111,124,0,41,97,16,45,13,19,17,27,23,10,6,2,4,23,18,,-13,0
1610612756216011992017-04-09,2017,2017-04-09,21601199,PHX,1610612756,2880,48:00,124,111,1,44,80,8,19,28,32,8,35,26,12,5,4,2,18,23,,13,1
1610612745216012002017-04-09,2017,2017-04-09,21601200,HOU,1610612745,2880,48:00,135,128,1,45,80,18,43,27,31,5,36,26,16,8,2,2,22,18,,7,0
1610612758216012002017-04-09,2017,2017-04-09,21601200,SAC,1610612758,2880,48:00,128,135,0,47,94,9,31,25,30,7,31,26,5,3,2,2,18,22,,-7,1
1610612763216012012017-04-09,2017,2017-04-09,21601201,MEM,1610612763,2880,48:00,90,103,0,36,75,9,21,9,13,6,24,23,15,8,3,2,16,12,,-13,1
1610612765216012012017-04-09,2017,2017-04-09,21601201,DET,1610612765,2880,48:00,103,90,1,39,82,14,28,11,16,15,31,21,18,12,2,3,12,16,,13,0
1610612747216012022017-04-09,2017,2017-04-09,21601202,LAL,1610612747,2880,48:00,110,109,1,42,86,10,27,16,20,12,28,26,16,8,8,6,23,16,,1,1
1610612750216012022017-04-09,2017,2017-04-09,21601202,MIN,1610612750,2880,48:00,109,110,0,40,80,3,15,26,31,8,33,27,14,10,6,8,16,23,,-1,0
1610612754216012032017-04-10,2017,2017-04-10,21601203,IND,1610612754,2880,48:00,120,111,1,49,85,5,16,17,21,14,30,30,14,10,5,1,23,19,,9,0
1610612755216012032017-04-10,2017,2017-04-10,21601203,PHI,1610612755,2880,48:00,111,120,0,35,75,13,33,28,31,10,23,20,18,9,1,5,19,23,,-9,1
1610612738216012042017-04-10,2017,2017-04-10,21601204,BOS,1610612738,2880,48:00,114,105,1,41,91,14,38,18,21,9,42,31,13,8,4,6,23,19,,9,1
1610612751216012042017-04-10,2017,2017-04-10,21601204,BKN,1610612751,2880,48:00,105,114,0,31,86,8,31,35,39,9,40,18,12,7,6,4,19,23,,-9,0
1610612739216012052017-04-10,2017,2017-04-10,21601205,CLE,1610612739,3180,53:00,121,124,0,44,89,14,35,19,22,7,40,19,21,9,4,3,26,26,,-3,0
1610612748216012052017-04-10,2017,2017-04-10,21601205,MIA,1610612748,3180,53:00,124,121,1,44,95,12,33,24,34,9,37,28,13,7,3,4,26,26,,3,1
1610612741216012062017-04-10,2017,2017-04-10,21601206,CHI,1610612741,2880,48:00,122,75,1,48,89,12,26,14,16,11,43,33,12,5,4,5,16,18,,47,1
1610612753216012062017-04-10,2017,2017-04-10,21601206,ORL,1610612753,2880,48:00,75,122,0,29,84,5,27,12,16,9,28,18,16,12,5,4,18,16,,-47,0
1610612749216012072017-04-10,2017,2017-04-10,21601207,MIL,1610612749,2880,48:00,89,79,1,35,78,16,27,3,5,8,38,28,16,11,3,5,14,11,,10,1
1610612766216012072017-04-10,2017,2017-04-10,21601207,CHA,1610612766,2880,48:00,79,89,0,33,81,5,18,8,13,7,32,21,9,4,5,3,11,14,,-10,0
1610612764216012082017-04-10,2017,2017-04-10,21601208,WAS,1610612764,2880,48:00,105,101,1,42,83,7,19,14,16,9,39,27,17,9,5,2,13,19,,4,0
1610612765216012082017-04-10,2017,2017-04-10,21601208,DET,1610612765,2880,48:00,101,105,0,43,94,10,26,5,5,6,30,22,10,8,2,5,19,13,,-4,1
1610612757216012092017-04-10,2017,2017-04-10,21601209,POR,1610612757,2880,48:00,99,98,1,37,89,12,27,13,15,12,30,18,9,4,3,9,17,15,,1,1
1610612759216012092017-04-10,2017,2017-04-10,21601209,SAS,1610612759,2880,48:00,98,99,0,38,83,8,21,14,20,13,34,17,15,6,9,3,15,17,,-1,0
1610612745216012102017-04-10,2017,2017-04-10,21601210,HOU,1610612745,2880,48:00,96,125,0,33,84,9,40,21,27,9,32,23,15,9,3,0,23,16,,-29,0
1610612746216012102017-04-10,2017,2017-04-10,21601210,LAC,1610612746,2880,48:00,125,96,1,46,91,10,26,23,28,12,37,29,9,5,0,3,16,23,,29,1
1610612744216012112017-04-10,2017,2017-04-10,21601211,GSW,1610612744,2880,48:00,99,105,0,39,80,9,25,12,17,8,34,25,13,8,6,3,18,17,,-6,1
1610612762216012112017-04-10,2017,2017-04-10,21601211,UTA,1610612762,2880,48:00,105,99,1,41,92,13,35,10,15,14,35,29,11,5,3,6,17,18,,6,0
1610612737216012122017-04-11,2017,2017-04-11,21601212,ATL,1610612737,2880,48:00,103,76,1,41,79,7,27,14,18,11,39,30,16,11,4,1,17,17,,27,1
1610612766216012122017-04-11,2017,2017-04-11,21601212,CHA,1610612766,2880,48:00,76,103,0,29,88,3,23,15,19,15,25,16,13,6,1,4,17,17,,-27,0
1610612750216012132017-04-11,2017,2017-04-11,21601213,MIN,1610612750,2880,48:00,98,100,0,38,86,5,20,17,25,11,24,24,11,7,3,4,17,21,,-2,1
1610612760216012132017-04-11,2017,2017-04-11,21601213,OKC,1610612760,2880,48:00,100,98,1,37,86,7,22,19,25,18,36,22,17,12,4,3,21,17,,2,0
1610612742216012142017-04-11,2017,2017-04-11,21601214,DAL,1610612742,2880,48:00,91,109,0,35,88,12,40,9,11,8,34,24,13,7,4,1,11,14,,-18,1
1610612743216012142017-04-11,2017,2017-04-11,21601214,DEN,1610612743,2880,48:00,109,91,1,41,84,18,42,9,14,10,43,31,16,8,1,4,14,11,,18,0
1610612740216012152017-04-11,2017,2017-04-11,21601215,NOP,1610612740,2880,48:00,96,108,0,37,79,7,22,15,20,5,34,29,16,15,5,3,16,18,,-12,0
1610612747216012152017-04-11,2017,2017-04-11,21601215,LAL,1610612747,2880,48:00,108,96,1,42,88,8,22,16,22,8,39,24,11,5,3,5,18,16,,12,1
1610612756216012162017-04-11,2017,2017-04-11,21601216,PHX,1610612756,2880,48:00,104,129,0,41,109,8,30,14,24,18,30,19,9,7,3,2,24,23,,-25,0
1610612758216012162017-04-11,2017,2017-04-11,21601216,SAC,1610612758,2880,48:00,129,104,1,43,83,9,19,34,43,8,47,28,13,8,2,3,23,24,,25,1
1610612753216012172017-04-12,2017,2017-04-12,21601217,ORL,1610612753,2880,48:00,113,109,1,42,87,13,25,16,17,6,45,27,11,6,6,3,22,15,,4,1
1610612765216012172017-04-12,2017,2017-04-12,21601217,DET,1610612765,2880,48:00,109,113,0,41,106,11,36,16,28,17,36,20,8,7,3,6,15,22,,-4,0
1610612739216012182017-04-12,2017,2017-04-12,21601218,CLE,1610612739,2880,48:00,83,98,0,28,76,10,37,17,24,10,32,20,15,8,7,2,14,20,,-15,1
1610612761216012182017-04-12,2017,2017-04-12,21601218,TOR,1610612761,2880,48:00,98,83,1,40,86,8,26,10,16,12,36,20,8,5,2,7,20,14,,15,0
1610612738216012192017-04-12,2017,2017-04-12,21601219,BOS,1610612738,2880,48:00,112,94,1,41,90,12,36,18,26,10,35,31,8,6,3,9,17,20,,18,1
1610612749216012192017-04-12,2017,2017-04-12,21601219,MIL,1610612749,2880,48:00,94,112,0,37,84,6,23,14,17,9,34,26,17,12,9,3,20,17,,-18,0
1610612752216012202017-04-12,2017,2017-04-12,21601220,NYK,1610612752,2880,48:00,114,113,1,41,83,9,22,23,32,17,26,17,19,10,7,4,18,25,,1,1
1610612755216012202017-04-12,2017,2017-04-12,21601220,PHI,1610612755,2880,48:00,113,114,0,46,93,7,23,14,20,16,22,21,12,5,4,7,25,18,,-1,0
1610612748216012212017-04-12,2017,2017-04-12,21601221,MIA,1610612748,2880,48:00,110,102,1,46,88,8,24,10,12,14,37,19,17,9,4,0,13,14,,8,1
1610612764216012212017-04-12,2017,2017-04-12,21601221,WAS,1610612764,2880,48:00,102,110,0,42,87,7,26,11,14,8,26,18,10,2,0,4,14,13,,-8,0
1610612741216012222017-04-12,2017,2017-04-12,21601222,CHI,1610612741,2880,48:00,112,73,1,41,95,14,30,16,21,14,48,28,12,8,4,3,18,16,,39,1
1610612751216012222017-04-12,2017,2017-04-12,21601222,BKN,1610612751,2880,48:00,73,112,0,28,86,3,33,14,18,10,38,17,18,15,3,4,16,18,,-39,0
1610612742216012232017-04-12,2017,2017-04-12,21601223,DAL,1610612742,2880,48:00,100,93,1,33,75,9,34,25,31,8,29,21,12,4,5,5,19,24,,7,0
1610612763216012232017-04-12,2017,2017-04-12,21601223,MEM,1610612763,2880,48:00,93,100,0,33,84,8,25,19,22,16,32,18,14,9,5,5,24,19,,-7,1
1610612745216012242017-04-12,2017,2017-04-12,21601224,HOU,1610612745,2880,48:00,123,118,1,45,97,19,56,14,22,16,31,37,10,7,7,3,14,15,,5,1
1610612750216012242017-04-12,2017,2017-04-12,21601224,MIN,1610612750,2880,48:00,118,123,0,48,91,11,23,11,15,10,39,37,15,11,3,7,15,14,,-5,0
1610612743216012252017-04-12,2017,2017-04-12,21601225,DEN,1610612743,2880,48:00,111,105,1,39,85,7,25,26,32,5,38,22,15,10,8,8,17,24,,6,0
1610612760216012252017-04-12,2017,2017-04-12,21601225,OKC,1610612760,2880,48:00,105,111,0,43,101,8,25,11,17,14,37,20,12,6,8,8,24,17,,-6,1
1610612737216012262017-04-12,2017,2017-04-12,21601226,ATL,1610612737,2880,48:00,86,104,0,30,72,11,29,15,19,8,29,19,18,5,4,7,15,14,,-18,0
1610612754216012262017-04-12,2017,2017-04-12,21601226,IND,1610612754,2880,48:00,104,86,1,39,82,10,24,16,19,8,33,21,10,5,7,4,14,15,,18,1
1610612759216012272017-04-12,2017,2017-04-12,21601227,SAS,1610612759,2880,48:00,97,101,0,39,86,8,21,11,13,15,27,16,15,10,2,5,17,16,,-4,0
1610612762216012272017-04-12,2017,2017-04-12,21601227,UTA,1610612762,2880,48:00,101,97,1,39,77,10,26,13,20,7,29,24,16,12,5,2,16,17,,4,1
1610612746216012282017-04-12,2017,2017-04-12,21601228,LAC,1610612746,2880,48:00,115,95,1,43,83,10,28,19,25,11,32,29,6,2,6,1,15,18,,20,1
1610612758216012282017-04-12,2017,2017-04-12,21601228,SAC,1610612758,2880,48:00,95,115,0,40,81,5,11,10,14,7,30,27,10,4,1,6,18,15,,-20,0
1610612744216012292017-04-12,2017,2017-04-12,21601229,GSW,1610612744,2880,48:00,109,94,1,41,90,12,36,15,22,14,40,26,20,13,8,2,18,22,,15,1
1610612747216012292017-04-12,2017,2017-04-12,21601229,LAL,1610612747,2880,48:00,94,109,0,41,93,4,17,8,14,11,29,23,18,14,2,8,22,18,,-15,0
1610612740216012302017-04-12,2017,2017-04-12,21601230,NOP,1610612740,2880,48:00,103,100,1,40,90,8,24,15,21,11,31,20,11,4,3,2,17,18,,3,0
1610612757216012302017-04-12,2017,2017-04-12,21601230,POR,1610612757,2880,48:00,100,103,0,41,85,13,30,5,13,14,39,22,23,13,2,3,18,17,,-3,1
1610612738217000012017-10-17,2018,2017-10-17,21700001,BOS,1610612738,2880,48:00,99,102,0,36,88,8,32,19,25,9,37,24,10,3,4,4,25,27,,-3,0
1610612739217000012017-10-17,2018,2017-10-17,21700001,CLE,1610612739,2880,48:00,102,99,1,38,83,5,22,21,25,9,41,19,17,11,4,4,27,25,,3,1
1610612744217000022017-10-17,2018,2017-10-17,21700002,GSW,1610612744,2880,48:00,121,122,0,43,80,16,30,19,21,6,35,34,17,9,9,5,25,16,,-1,1
1610612745217000022017-10-17,2018,2017-10-17,21700002,HOU,1610612745,2880,48:00,122,121,1,47,97,15,41,13,19,10,33,28,12,5,5,9,16,25,,1,0
1610612765217000032017-10-18,2018,2017-10-18,21700003,DET,1610612765,2880,48:00,102,90,1,41,96,9,26,11,12,9,38,24,8,4,3,3,21,15,,12,1
1610612766217000032017-10-18,2018,2017-10-18,21700003,CHA,1610612766,2880,48:00,90,102,0,29,73,9,30,23,29,3,44,16,17,14,3,3,15,21,,-12,0
1610612751217000042017-10-18,2018,2017-10-18,21700004,BKN,1610612751,2880,48:00,131,140,0,45,94,12,30,29,32,11,32,22,20,12,2,9,25,25,,-9,0
1610612754217000042017-10-18,2018,2017-10-18,21700004,IND,1610612754,2880,48:00,140,131,1,53,102,9,34,25,32,14,33,29,14,7,9,2,25,25,,9,1
1610612748217000052017-10-18,2018,2017-10-18,21700005,MIA,1610612748,2880,48:00,109,116,0,44,101,8,30,13,17,11,33,27,13,8,4,9,20,18,,-7,0
1610612753217000052017-10-18,2018,2017-10-18,21700005,ORL,1610612753,2880,48:00,116,109,1,43,90,8,21,22,29,11,39,22,14,6,9,4,18,20,,7,1
1610612755217000062017-10-18,2018,2017-10-18,21700006,PHI,1610612755,2880,48:00,115,120,0,43,93,15,35,14,19,11,37,25,17,8,6,10,28,20,,-5,0
1610612764217000062017-10-18,2018,2017-10-18,21700006,WAS,1610612764,2880,48:00,120,115,1,42,97,6,22,30,38,16,36,21,9,6,10,6,20,28,,5,1
1610612738217000072017-10-18,2018,2017-10-18,21700007,BOS,1610612738,2880,48:00,100,108,0,39,91,11,28,11,21,11,32,23,12,6,2,4,27,23,,-8,1
1610612749217000072017-10-18,2018,2017-10-18,21700007,MIL,1610612749,2880,48:00,108,100,1,38,76,7,21,25,30,6,39,19,15,12,4,2,23,27,,8,0
1610612740217000082017-10-18,2018,2017-10-18,21700008,NOP,1610612740,2880,48:00,91,103,0,30,79,7,25,24,29,16,35,15,17,9,12,8,32,29,,-12,0
1610612763217000082017-10-18,2018,2017-10-18,21700008,MEM,1610612763,2880,48:00,103,91,1,39,92,9,29,16,28,15,30,19,11,4,8,12,29,32,,12,1
1610612737217000092017-10-18,2018,2017-10-18,21700009,ATL,1610612737,2880,48:00,117,111,1,48,94,9,18,12,15,14,36,20,13,5,6,4,19,19,,6,0
1610612742217000092017-10-18,2018,2017-10-18,21700009,DAL,1610612742,2880,48:00,111,117,0,38,86,17,45,18,21,9,32,27,15,11,4,6,19,19,,-6,1
1610612743217000102017-10-18,2018,2017-10-18,21700010,DEN,1610612743,2880,48:00,96,106,0,36,77,13,27,11,12,7,31,21,20,9,3,5,19,18,,-10,0
1610612762217000102017-10-18,2018,2017-10-18,21700010,UTA,1610612762,2880,48:00,106,96,1,41,81,9,24,15,16,6,30,28,15,4,5,3,18,19,,10,1
1610612750217000112017-10-18,2018,2017-10-18,21700011,MIN,1610612750,2880,48:00,99,107,0,37,85,8,19,17,23,11,31,23,13,8,4,11,16,18,,-8,0
1610612759217000112017-10-18,2018,2017-10-18,21700011,SAS,1610612759,2880,48:00,107,99,1,41,89,8,21,17,19,13,37,22,11,7,11,4,18,16,,8,1
1610612756217000122017-10-18,2018,2017-10-18,21700012,PHX,1610612756,2880,48:00,76,124,0,28,89,7,27,13,18,10,23,10,16,8,8,7,22,20,,-48,1
1610612757217000122017-10-18,2018,2017-10-18,21700012,POR,1610612757,2880,48:00,124,76,1,44,90,14,24,22,28,16,41,22,16,9,7,8,20,22,,48,0
1610612745217000132017-10-18,2018,2017-10-18,21700013,HOU,1610612745,2880,48:00,105,100,1,33,83,12,45,27,29,12,32,19,14,5,3,4,14,20,,5,0
1610612758217000132017-10-18,2018,2017-10-18,21700013,SAC,1610612758,2880,48:00,100,105,0,42,88,8,23,8,10,9,33,19,17,7,4,3,20,14,,-5,1
1610612741217000142017-10-19,2018,2017-10-19,21700014,CHI,1610612741,2880,48:00,100,117,0,37,89,10,32,16,18,10,29,22,19,10,2,4,23,19,,-17,0
1610612761217000142017-10-19,2018,2017-10-19,21700014,TOR,1610612761,2880,48:00,117,100,1,39,83,13,29,26,28,12,37,26,17,7,4,2,19,23,,17,1
1610612752217000152017-10-19,2018,2017-10-19,21700015,NYK,1610612752,2880,48:00,84,105,0,32,79,7,24,13,19,11,30,19,25,14,4,7,23,23,,-21,0
1610612760217000152017-10-19,2018,2017-10-19,21700015,OKC,1610612760,2880,48:00,105,84,1,39,90,11,38,16,22,13,28,26,18,8,7,4,23,23,,21,1
1610612746217000162017-10-19,2018,2017-10-19,21700016,LAC,1610612746,2880,48:00,108,92,1,42,107,12,33,12,13,17,42,23,14,8,3,7,20,16,,16,0
1610612747217000162017-10-19,2018,2017-10-19,21700016,LAL,1610612747,2880,48:00,92,108,0,37,91,4,16,14,23,12,40,21,19,12,7,3,16,20,,-16,1
1610612737217000172017-10-20,2018,2017-10-20,21700017,ATL,1610612737,2880,48:00,91,109,0,36,95,7,30,12,14,6,32,19,13,5,4,4,30,19,,-18,0
1610612766217000172017-10-20,2018,2017-10-20,21700017,CHA,1610612766,2880,48:00,109,91,1,37,86,11,36,24,30,12,45,17,21,11,4,4,19,30,,18,1
1610612754217000182017-10-20,2018,2017-10-20,21700018,IND,1610612754,2880,48:00,96,114,0,35,78,4,18,22,33,6,33,15,12,5,4,6,17,26,,-18,1
1610612757217000182017-10-20,2018,2017-10-20,21700018,POR,1610612757,2880,48:00,114,96,1,46,95,9,19,13,17,11,40,19,9,1,6,4,26,17,,18,0
1610612738217000192017-10-20,2018,2017-10-20,21700019,BOS,1610612738,2880,48:00,102,92,1,35,84,10,29,22,32,14,41,16,19,7,5,4,24,30,,10,0
1610612755217000192017-10-20,2018,2017-10-20,21700019,PHI,1610612755,2880,48:00,92,102,0,35,92,10,32,12,16,14,33,20,16,4,4,5,30,24,,-10,1
1610612764217000202017-10-20,2018,2017-10-20,21700020,WAS,1610612764,2880,48:00,115,111,1,40,75,6,17,29,35,7,30,25,16,12,7,1,18,32,,4,1
1610612765217000202017-10-20,2018,2017-10-20,21700020,DET,1610612765,2880,48:00,111,115,0,43,87,10,23,15,20,10,23,19,19,12,1,7,32,18,,-4,0
1610612739217000212017-10-20,2018,2017-10-20,21700021,CLE,1610612739,2880,48:00,116,97,1,44,81,11,26,17,17,9,35,25,17,9,3,2,11,18,,19,0
1610612749217000212017-10-20,2018,2017-10-20,21700021,MIL,1610612749,2880,48:00,97,116,0,38,82,11,35,10,12,8,22,23,14,8,2,3,18,11,,-19,1
1610612751217000222017-10-20,2018,2017-10-20,21700022,BKN,1610612751,2880,48:00,126,121,1,46,92,9,27,25,35,14,34,22,18,9,6,3,17,27,,5,1
1610612753217000222017-10-20,2018,2017-10-20,21700022,ORL,1610612753,2880,48:00,121,126,0,45,89,18,33,13,15,9,31,30,22,13,3,6,27,17,,-5,0
1610612750217000232017-10-20,2018,2017-10-20,21700023,MIN,1610612750,2880,48:00,100,97,1,36,81,7,22,21,26,10,34,17,15,10,2,8,17,21,,3,1
1610612762217000232017-10-20,2018,2017-10-20,21700023,UTA,1610612762,2880,48:00,97,100,0,37,77,9,22,14,17,7,31,23,19,11,8,2,21,17,,-3,0
1610612742217000242017-10-20,2018,2017-10-20,21700024,DAL,1610612742,2880,48:00,88,93,0,31,75,11,33,15,21,7,29,19,12,8,7,3,15,18,,-5,1
1610612758217000242017-10-20,2018,2017-10-20,21700024,SAC,1610612758,2880,48:00,93,88,1,37,87,10,23,9,13,17,40,20,14,8,3,7,18,15,,5,0
1610612740217000252017-10-20,2018,2017-10-20,21700025,NOP,1610612740,2880,48:00,120,128,0,45,98,16,36,14,22,16,34,26,17,6,4,8,19,23,,-8,1
1610612744217000252017-10-20,2018,2017-10-20,21700025,GSW,1610612744,2880,48:00,128,120,1,47,91,18,40,16,20,10,39,29,18,8,8,4,23,19,,8,0
1610612747217000262017-10-20,2018,2017-10-20,21700026,LAL,1610612747,2880,48:00,132,130,1,48,93,12,26,24,33,5,37,22,18,8,3,9,31,27,,2,0
1610612756217000262017-10-20,2018,2017-10-20,21700026,PHX,1610612756,2880,48:00,130,132,0,45,92,14,29,26,38,11,39,17,19,8,9,3,27,31,,-2,1
1610612755217000272017-10-21,2018,2017-10-21,21700027,PHI,1610612755,2880,48:00,94,128,0,32,82,8,24,22,36,8,33,18,20,5,4,10,26,29,,-34,0
1610612761217000272017-10-21,2018,2017-10-21,21700027,TOR,1610612761,2880,48:00,128,94,1,42,89,13,44,31,37,8,43,23,13,5,10,4,29,26,,34,1
1610612739217000282017-10-21,2018,2017-10-21,21700028,CLE,1610612739,2880,48:00,93,114,0,33,86,7,25,20,27,11,33,15,16,7,7,6,14,28,,-21,1
1610612753217000282017-10-21,2018,2017-10-21,21700028,ORL,1610612753,2880,48:00,114,93,1,40,90,17,35,17,20,12,38,28,12,4,6,7,28,14,,21,0
1610612748217000292017-10-21,2018,2017-10-21,21700029,MIA,1610612748,2880,48:00,112,108,1,45,87,14,34,8,14,6,39,24,14,9,11,4,20,19,,4,1
1610612754217000292017-10-21,2018,2017-10-21,21700029,IND,1610612754,2880,48:00,108,112,0,43,96,7,19,15,21,13,32,18,10,6,4,11,19,20,,-4,0
1610612752217000302017-10-21,2018,2017-10-21,21700030,NYK,1610612752,2880,48:00,107,111,0,37,81,8,30,25,31,12,27,20,12,5,2,2,22,25,,-4,1
1610612765217000302017-10-21,2018,2017-10-21,21700030,DET,1610612765,2880,48:00,111,107,1,44,91,9,30,14,15,15,28,21,12,6,2,2,25,22,,4,0
1610612741217000312017-10-21,2018,2017-10-21,21700031,CHI,1610612741,2880,48:00,77,87,0,31,82,8,28,7,9,8,40,18,19,8,5,3,15,14,,-10,1
1610612759217000312017-10-21,2018,2017-10-21,21700031,SAS,1610612759,2880,48:00,87,77,1,38,93,1,12,10,16,14,38,25,11,3,3,5,14,15,,10,0
1610612742217000322017-10-21,2018,2017-10-21,21700032,DAL,1610612742,2880,48:00,91,107,0,31,84,13,31,16,21,8,33,19,14,12,0,4,19,26,,-16,0
1610612745217000322017-10-21,2018,2017-10-21,21700032,HOU,1610612745,2880,48:00,107,91,1,39,82,11,47,18,22,8,46,17,13,6,4,0,26,19,,16,1
1610612744217000332017-10-21,2018,2017-10-21,21700033,GSW,1610612744,2880,48:00,101,111,0,33,84,12,38,23,27,13,33,20,17,8,7,4,28,25,,-10,0
1610612763217000332017-10-21,2018,2017-10-21,21700033,MEM,1610612763,2880,48:00,111,101,1,36,77,10,27,29,37,6,34,20,14,10,4,7,25,28,,10,1
1610612749217000342017-10-21,2018,2017-10-21,21700034,MIL,1610612749,2880,48:00,113,110,1,42,80,7,18,22,30,7,28,22,14,10,8,6,24,22,,3,1
1610612757217000342017-10-21,2018,2017-10-21,21700034,POR,1610612757,2880,48:00,110,113,0,34,81,11,28,31,35,13,29,18,16,9,6,8,22,24,,-3,0
1610612743217000352017-10-21,2018,2017-10-21,21700035,DEN,1610612743,2880,48:00,96,79,1,37,85,10,30,12,20,18,40,25,16,6,2,3,20,21,,17,1
1610612758217000352017-10-21,2018,2017-10-21,21700035,SAC,1610612758,2880,48:00,79,96,0,31,85,8,22,9,13,11,28,15,13,7,3,2,21,20,,-17,0
1610612760217000362017-10-21,2018,2017-10-21,21700036,OKC,1610612760,2880,48:00,87,96,0,32,78,11,33,12,19,8,30,15,17,11,4,4,18,21,,-9,0
1610612762217000362017-10-21,2018,2017-10-21,21700036,UTA,1610612762,2880,48:00,96,87,1,38,77,9,29,11,14,7,34,22,18,14,4,4,21,18,,9,1
1610612746217000372017-10-21,2018,2017-10-21,21700037,LAC,1610612746,2880,48:00,130,88,1,48,88,12,26,22,30,10,42,26,12,8,2,3,32,28,,42,1
1610612756217000372017-10-21,2018,2017-10-21,21700037,PHX,1610612756,2880,48:00,88,130,0,27,71,6,24,28,38,4,32,19,19,12,3,2,28,32,,-42,0
1610612737217000382017-10-22,2018,2017-10-22,21700038,ATL,1610612737,2880,48:00,104,116,0,32,94,7,27,33,36,16,32,21,16,12,2,8,25,28,,-12,0
1610612751217000382017-10-22,2018,2017-10-22,21700038,BKN,1610612751,2880,48:00,116,104,1,41,87,11,27,23,34,13,38,27,18,6,8,2,28,25,,12,1
1610612750217000392017-10-22,2018,2017-10-22,21700039,MIN,1610612750,2880,48:00,115,113,1,43,86,10,25,19,23,9,36,25,17,9,1,6,17,22,,2,0
1610612760217000392017-10-22,2018,2017-10-22,21700039,OKC,1610612760,2880,48:00,113,115,0,46,96,11,31,10,16,9,27,26,11,5,6,1,22,17,,-2,1
1610612740217000402017-10-22,2018,2017-10-22,21700040,NOP,1610612740,2880,48:00,119,112,1,47,83,10,32,15,21,6,36,26,18,7,5,6,20,24,,7,0
1610612747217000402017-10-22,2018,2017-10-22,21700040,LAL,1610612747,2880,48:00,112,119,0,44,90,9,27,15,20,9,29,27,17,14,6,5,24,20,,-7,1
1610612755217000412017-10-23,2018,2017-10-23,21700041,PHI,1610612755,2880,48:00,97,86,1,35,75,9,24,18,24,8,41,25,21,5,0,2,24,22,,11,0
1610612765217000412017-10-23,2018,2017-10-23,21700041,DET,1610612765,2880,48:00,86,97,0,33,85,6,30,14,19,9,30,14,14,11,2,0,22,24,,-11,1
1610612737217000422017-10-23,2018,2017-10-23,21700042,ATL,1610612737,2880,48:00,93,104,0,36,76,7,17,14,18,7,34,14,20,12,1,6,18,19,,-11,0
1610612748217000422017-10-23,2018,2017-10-23,21700042,MIA,1610612748,2880,48:00,104,93,1,39,85,14,37,12,18,10,31,21,19,9,6,1,19,18,,11,1
1610612745217000432017-10-23,2018,2017-10-23,21700043,HOU,1610612745,2880,48:00,90,98,0,32,77,9,38,17,23,9,30,25,16,5,2,2,32,21,,-8,1
1610612763217000432017-10-23,2018,2017-10-23,21700043,MEM,1610612763,2880,48:00,98,90,1,29,68,6,19,34,37,3,35,16,12,5,2,2,21,32,,8,0
1610612749217000442017-10-23,2018,2017-10-23,21700044,MIL,1610612749,2880,48:00,103,94,1,40,85,9,26,14,16,5,37,24,13,3,4,5,27,22,,9,1
1610612766217000442017-10-23,2018,2017-10-23,21700044,CHA,1610612766,2880,48:00,94,103,0,33,78,7,26,21,36,9,39,17,14,8,5,4,22,27,,-9,0
